ID,LETO,AVTOR,MESTO,DRŽAVA,TABLATURA,INSTRUMENT,STRUNE,RAZPRAVA
2753,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2754,,"Persuis, Louis-Luc Loiseau de",Paris,France,,drugo,,NE
2755,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2756,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2757,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2758,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2759,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2760,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2761,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2762,,"Persuis, Louis-Luc Loiseau de",Paris,France,,drugo,,NE
2763,,"Persuis, Louis-Luc Loiseau de",Paris,France,,guitar,5,NE
2764,,"Persuis, Louis-Luc Loiseau de",,,,guitar,5,NE
2765,1793,,Paris,France,,guitar,5,NE
2766,1793,"Scio, Etienne",,,,guitar,5,NE
2767,1793,"Solié, Jean-Pierre",Paris,France,,guitar,5,NE
2768,1793,"Solié, Jean-Pierre",Paris,France,,guitar,5,NE
2769,1793,"Trial, Armand-Emmanuel",Paris,France,,guitar,5,NE
2770,1793,various authors,Paris,France,,guitar,5,NE
2771,,,,,,"lute, guitar",7,NE
2772,1793,,,,,guitar,,NE
2773,1793,"Carulli, Ferdinando",,,,guitar,,NE
2774,1794,,Paris,France,,guitar,5,NE
2775,1794,,Paris,France,,guitar,5,NE
2776,1794,,Paris,France,,guitar,5,NE
2777,1794,,Paris,France,,guitar,5,NE
2778,1794,,Paris,France,,guitar,5,NE
2779,1794,,Paris,France,,guitar,5,NE
2780,1794,,Paris,France,,guitar,5,NE
2781,1794,,Philadelphia,USA,,guitar,,NE
2782,1794,,Paris,France,,guitar,5,NE
2783,1794,,Paris,France,,guitar,5,NE
2784,,"Arnold, Samuel",London,England,,guitar,,NE
2785,1794,"Bruni, Antonio Bartolomeo",,,,guitar,5,NE
2786,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2787,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2788,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2789,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2790,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2791,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2792,1794,"Champein, Stanislas",Paris,France,,guitar,5,NE
2793,,"Champein, Stanislas",Paris,France,,guitar,5,NE
2794,1794,"Chastenet de Puységur, Armand-Marie-Jacques",Paris,France,,guitar,5,NE
2795,1794,"Chastenet de Puységur, Armand-Marie-Jacques",Paris,France,,guitar,5,NE
2796,1794,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2797,1794,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2798,1794,"Dalayrac, Nicolas-Marie",,,,guitar,5,NE
2799,1794,"Dalayrac, Nicolas-Marie",,,,guitar,5,NE
2800,1794,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2801,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2802,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2803,,"Dalayrac, Nicolas-Marie",,,,guitar,5,NE
2804,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2805,1794,"Devienne, François",Paris,France,,guitar,5,NE
2806,,"Devienne, François",Paris,France,,guitar,5,NE
2807,,"Devienne, François",Paris,France,,guitar,5,NE
2808,,"Devienne, François",Paris,France,,guitar,5,NE
2809,1794,"Dezède, Nicolas",Paris,France,,guitar,5,NE
2810,,"Foignet, Charles Gabriel",Paris,France,,guitar,5,NE
2811,,"Gaveaux, Pierre",,,,guitar,5,NE
2812,,"Gossec, François-Joseph",,,,guitar,5,NE
2813,,"Grétry, André-Ernest-Modeste",Paris,France,,"lute, guitar",5,NE
2814,1794,"Jadin, Louis-Emmanuel",Paris,France,,guitar,5,NE
2815,1794,"Lemière de Corvey, Jean-Frédéric-Auguste",Paris,France,,guitar,5,NE
2816,1794,"Lemière de Corvey, Jean-Frédéric-Auguste",Paris,France,,guitar,5,NE
2817,1794,"Martini, Jean-Paul-Gilles",Paris,France,,guitar,5,NE
2818,,"Martini, Jean-Paul-Gilles",Paris,France,,guitar,5,NE
2819,1794,"Méhul, Etienne-Nicolas",Paris,France,,guitar,5,NE
2820,1794,"Méhul, Etienne-Nicolas",Paris,France,,guitar,5,NE
2821,1794,"Méhul, Etienne-Nicolas",,,,guitar,5,NE
2822,1794,"Porro, Pierre Jean",Paris,France,,guitar,5,NE
2823,1794,"Reichardt, Johann Friedrich",Hamburg,Germany,,guitar,,NE
2824,,"Scio, Etienne",Paris,France,,guitar,5,NE
2825,,"Scio, Etienne",Paris,France,,guitar,5,NE
2826,,"Tost, Johann",Augsburg,Germany,,guitar,,NE
2827,,"Tost, Johann",Berlin,Germany,,guitar,,NE
2828,1794,"Vojtíšek, Antonín Fabián Jan Alois",,,,guitar,,NE
2829,1794,"Süßmayr, Franz Xaver",,,,guitar,,NE
2830,1794,"Weigl, Joseph",,,,guitar,,NE
2831,1794,"Schinn, Johann Georg",,,,drugo,6,NE
2832,1794,"Schinn, Johann Georg",,,,drugo,6,NE
2833,,"Caruso, Luigi",,,,guitar,,NE
2834,1794,"Vogler, Georg Joseph",,,,guitar,,NE
2835,1794,"Naumann, Johann Gottlieb",,,,guitar,,NE
2836,1794,"Vogler, Georg Joseph",,,,guitar,,NE
2837,1795,,Paris,France,,guitar,5,NE
2838,1795,,Paris,France,,guitar,5,NE
2839,1795,,Paris,France,,guitar,5,NE
2840,1795,,Paris,France,,guitar,5,NE
2841,1795,,Paris,France,,guitar,5,NE
2842,1795,,Paris,France,,guitar,5,NE
2843,1795,,Paris,France,,guitar,,NE
2844,1795,,Paris,France,,guitar,5,NE
2845,1795,,Paris,France,,guitar,5,NE
2846,1795,,Berlin,Germany,,guitar,,NE
2847,1795,"Candeille, Amélie-Julie",Paris,France,,guitar,5,NE
2848,1795,"Chabran, Carlo Francesco",London,England,,guitar,5,NE
2849,1795,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2850,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2851,1795,"Devienne, François",Paris,France,,guitar,5,NE
2852,1795,"Eley, Chr",Dublin,Ireland,,guitar,,NE
2853,1795,"Gaveaux, Pierre",Paris,France,,guitar,5,NE
2854,,"Gaveaux, Pierre",,,,guitar,5,NE
2855,1795,"Guichard, François",,,,guitar,5,NE
2856,1795,"Guichard, François",,,,guitar,5,NE
2857,1795,"Guichard, François",,,,guitar,5,NE
2858,1795,,Paris,France,,guitar,5,NE
2859,1795,"Hewitt, James",New York,Philadelphia,,guitar,,NE
2860,1795,"Himmel, Friedrich Heinrich",Berlin,Germany,,guitar,,NE
2861,1795,"Lemoine, Antoine-Marcel",Paris,France,,guitar,5,NE
2862,1795,,Paris,France,,guitar,5,NE
2863,1795,"Light, Edward",London,England,,lute,,NE
2864,1795,"Mandini, Steffano",London,England,,guitar,,NE
2865,,"Méreaux, Nicolas-Jean Le Froid de",,,,guitar,5,NE
2866,1795,"Millico, Giuseppe",Bonn,Germany,,guitar,6,NE
2867,,"Paisiello, Giovanni",Braunschweig,Germany,,guitar,,NE
2868,1795,"Pleyel, Ignace Joseph",London,England,,guitar,,NE
2869,1795,"Pleyel, Ignace Joseph",London,England,,guitar,,NE
2870,1795,"Pleyel, Ignace Joseph",London,England,,guitar,,NE
2871,1795,"Porro, Pierre Jean",Paris,France,,guitar,5,NE
2872,1795,"Porro, Pierre Jean",Paris,France,,guitar,5,NE
2873,1795,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2874,1795,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2875,,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2876,,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2877,,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2878,,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2879,,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2880,,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2881,,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2882,,"Steibelt, Daniel",Paris,France,,guitar,5,NE
2883,1795,,Paris,France,,guitar,5,NE
2884,1795,"Süßmayr, Franz Xaver",,,,guitar,,NE
2885,,,,,,guitar,,NE
2886,,"Himmel, Friedrich Heinrich",,,,guitar,,NE
2887,,"Müller, Wenzel",,,,guitar,,NE
2888,,"Kauer, Ferdinand",,,,guitar,,NE
2889,,"Müller, Wenzel",,,,guitar,,NE
2890,,,,,,guitar,5,NE
2891,,,,,,guitar,6,NE
2892,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2893,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2894,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2895,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2896,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2897,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2898,,"Cimarosa, Domenico",Philadelphia,USA,,guitar,,NE
2899,1796,"Fleischmann, Friedrich",Offenbach,Germany,,guitar,,NE
2900,1796,"Fleischmann, Friedrich",Hamburg,Germany,,guitar,,NE
2901,,"Gaveaux, Pierre",,,,guitar,5,NE
2902,,"Gaveaux, Pierre",,,,guitar,5,NE
2903,1796,"Giuliani, Giovanni Francesco",Florence,Italy,,guitar,,NE
2904,1796,,,,,guitar,,NE
2905,1796,,,,,guitar,,NE
2906,1796,,,,,guitar,,NE
2907,1796,,,,,guitar,,NE
2908,1796,,,,,guitar,,NE
2909,1796,,,,,guitar,,NE
2910,1796,,,,,guitar,,NE
2911,,,,,,guitar,,NE
2912,,"Haydn, Joseph",Mainz,Germany,,guitar,,NE
2913,,"Haydn, Joseph",Vienna,Austria,,guitar,,NE
2914,1796,"Hewitt, James",New York,Philadelphia,,guitar,,NE
2915,,"Lemoyne, Jean-Baptiste",Paris,France,,guitar,5,NE
2916,1796,"Martín y Soler, Vicente",,,,guitar,,NE
2917,1796,"Martín y Soler, Vicente",,,,guitar,,NE
2918,1796,"Mussini, Natale",,,,guitar,,NE
2919,,"Solié, Jean-Pierre",Paris,France,,guitar,5,NE
2920,,"Tost, Johann",Hamburg and Altona,Germany,,guitar,,NE
2921,,,,Paris,,guitar,,NE
2922,,"Winter, Peter von",Vienna,Austria,,guitar,,NE
2923,,"Winter, Peter von",Berlin,Germany,,guitar,,NE
2924,1796,"Müller, Wenzel",,,,guitar,,NE
2925,,"Talleyrand, Auguste de",,,,guitar,5,NE
2926,1796,"Schuster, Joseph",,,,guitar,,NE
2927,1797,,London,England,,guitar,,NE
2928,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2929,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2930,1797,"Canobbio, Carlo",,,,guitar,,NE
2931,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2932,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2933,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2934,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2935,1797,"Delicati, Pietro",Rome,Italy,,guitar,,NE
2936,1797,"Gaveaux, Pierre",Paris,France,,guitar,5,NE
2937,,"Gaveaux, Pierre",,,,guitar,5,NE
2938,,"Gaveaux, Pierre",,,,guitar,5,NE
2939,,,Paris,France,,guitar,5,NE
2940,,,Paris,France,,guitar,5,NE
2941,,,Paris,France,,guitar,5,NE
2942,,,Paris,France,,guitar,5,NE
2943,1797,"Imbault, Jean-Jérôme",Paris,France,,guitar,5,NE
2944,,"Méhul, Etienne-Nicolas",Paris,France,,guitar,5,NE
2945,1797,"Müller, Wenzel",Mainz,Germany,,guitar,,NE
2946,1797,"Pleyel, Ignace",Paris,France,,guitar,,NE
2947,,"Weigl, Joseph",London,England,,guitar,,NE
2948,1797,"Rösler, Johann Joseph",,,,guitar,,NE
2949,,"Himmel, Friedrich Heinrich",,,,guitar,,NE
2950,,"Boccherini, Luigi",,,,guitar,,NE
2951,1797,"Weigl, Joseph",,,,guitar,,NE
2952,1797,"Doche, Joseph-Denis",,,,guitar,,NE
2953,1797,"Calegari, Antonio",,,,guitar,,NE
2954,,"Beschort, Jonas Friedrich",Vienna,Austria,,guitar,,NE
2955,1798,"Bianchi, Antonio",Hamburg,Germany,,guitar,,NE
2956,1798,"Bianchi, Antonio",Hamburg,Germany,,guitar,,NE
2957,1798,Cuvelier de Trie,Paris,France,,guitar,5,NE
2958,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2959,,"Della-Maria, Dominique",Paris,France,,guitar,5,NE
2960,,"Devienne, François",Paris,France,,guitar,5,NE
2961,,"Devienne, François",Paris,France,,guitar,5,NE
2962,1798,"Fleischmann, Friedrich",Leipzig,Germany,,guitar,5,NE
2963,1798,"Guichard, François",,,,guitar,,NE
2964,1798,"Hook, James",London,England,,lute,,NE
2965,1798,"Kelly, Michael",London,England,,guitar,,NE
2966,,"Kelly, Michael",London and Edinburgh,England,,guitar,,NE
2967,,"Kelly, Michael",London,England,,guitar,,NE
2968,1798,"Mayr, Johann Simon",Vienna,Austria,,guitar,,NE
2969,1798,"Mozart, Wolfgang Amadeus",Braunschweig,Germany,,lute,,NE
2970,1798,"Pleyel, Ignace Joseph",Paris,France,,guitar,,NE
2971,,"Solié, Jean-Pierre",Bonn,Germany,,guitar,,NE
2972,1798,"Tarchi, Angelo",Paris,France,,guitar,5,NE
2973,,"Tarchi, Angelo",Paris,France,,guitar,5,NE
2974,,"Weigl, Joseph",Hamburg and Altona,Germany,,guitar,,NE
2975,,"Winter, Peter von",Hamburg,Germany,,guitar,,NE
2976,1798,"Winter, Peter von",,,,guitar,,NE
2977,,"Mayr, Johann Simon",,,,guitar,,NE
2978,1798,"Fleischmann, Friedrich",,,,guitar,,NE
2979,1798,"Curcio, Giuseppe",,,,guitar,,NE
2980,1798,"Curcio, Giuseppe",,,,guitar,,NE
2981,1798,"Boccherini, Luigi",Madrid,Spain,,guitar,,NE
2982,1799,"Abreu, Antonio",Salamanca,Spain,,guitar,"5, 6",NE
2983,,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,5,NE
2984,1799,"Canobbio, Carlo",,,,guitar,,NE
2985,1799,"Cimarosa, Domenico",Philadelphia,USA,,guitar,,NE
2986,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2987,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2988,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,5,NE
2989,,"Dalayrac, Nicolas-Marie",Hamburg,Germany,,guitar,5,NE
2990,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
2991,1799,"Ferandiere, Fernando",Madrid,Spain,,guitar,6,NE
2992,1799,"Hewitt, James",New York,USA,,"lute, guitar",,NE
2993,1799,"Hewitt, James",New York,USA,,"lute, guitar",,NE
2994,,"Méhul, Etienne-Nicolas",Paris,France,,guitar,5,NE
2995,,"Méhul, Etienne-Nicolas",Paris,France,,guitar,5,NE
2996,1799,"Moretti, Federico",Madrid,Spain,,guitar,6,NE
2997,,"Paisiello, Giovanni",Leipzig,Germany,,guitar,,NE
2998,1799,"Phillis, Jean Baptiste",Paris,France,,guitar,6,NE
2999,,"Phillis, Jean Baptiste",Paris,France,,guitar,,NE
3000,1799,"Rigel, Henri-Jean",Paris,France,,guitar,,NE
3001,1799,"Solié, Jean-Pierre",Paris,France,,guitar,5,NE
3002,1799,"Solié, Jean-Pierre",Paris,France,,guitar,5,NE
3003,1799,"Tarchi, Angelo",Paris,France,,guitar,5,NE
3004,1799,"Tarchi, Angelo",Paris,France,,guitar,5,NE
3005,1799,"Tarchi, Angelo",Paris,France,,guitar,5,NE
3006,1799,"Zamacola, Juan Antonio de",Madrid,Spain,,guitar,,NE
3007,1799,"Zumsteeg, Johann Rudolf",Leipzig,Germany,,drugo,,NE
3008,1799,"Süßmayr, Franz Xaver",,,,guitar,,NE
3009,,"Boccherini, Luigi",,,,guitar,,NE
3010,,"Boccherini, Luigi",,,,guitar,,NE
3011,1799,"Rubio, Juan Manuel García",Madrid,Spain,,guitar,6,NE
3012,1799,"Della Maria, Pierre-Antoine-Dominique",,,,guitar,,NE
3013,1799,"Bevilacqua, Matteo",,Italy,,guitar,6,NE
3014,1799,"Caruso, Luigi",,Italy,,guitar,,NE
3015,1799,"Caruso, Luigi",,Italy,,guitar,,NE
3016,1799,"Gazzaniga, Giuseppe",,Italy,,guitar,,NE
3017,1799,"Millico, Giuseppe",,Italy,,guitar,,NE
3018,1799,"Trentin, Gregorio",,Italy,,guitar,6,NE
3019,,"Arcari, Valentino",,,,guitar,,NE
3020,,"Arcari, Valentino",,,,guitar,,NE
3021,,"Bevilacqua, Matteo",,,,guitar,5,NE
3022,,"Guglielmi, Pietro Carlo",,,,guitar,,NE
3023,1799,"Dedekams, Mette Kirstine",,Norway,,drugo,,NE
3024,,,,,,guitar,,NE
3025,,,,,,guitar,,NE
3026,,,,,,guitar,,NE
3027,,,,,,guitar,,NE
3028,,"Ronconi, Giovanni",,,,guitar,5,NE
3029,,,,,,guitar,,NE
3030,,,,,,guitar,,NE
3031,,,,,,guitar,,NE
3032,,,,,,guitar,,NE
3033,1799,"Boccherini, Luigi",,,,"lute, guitar",6,NE
3034,1800,,Hannover,Germany,,guitar,,NE
3035,1800,"Ambrosch, Joseph Karl",Braunschweig,Germany,,guitar,,NE
3036,1800,,Hamburg,Germany,,guitar,,NE
3037,1800,,Madrid,Spain,,guitar,,NE
3038,1800,,,,,guitar,,NE
3039,1800,,London,England,,guitar,,NE
3040,1800,,Madrid,Spain,,guitar,,NE
3041,1800,,,,,guitar,,NE
3042,1800,,,,,guitar,,NE
3043,1800,,Hamburg,Germany,,guitar,,NE
3044,1800,,Hamburg and Altona,Germany,,guitar,,NE
3045,1800,,Boston,USA,,guitar,,NE
3046,1800,,Paris,France,,guitar,,NE
3047,1800,,Hamburg,Germany,,guitar,,NE
3048,1800,,London,England,,guitar,,NE
3049,,,,,,guitar,,NE
3050,,,Hamburg,Germany,,guitar,,NE
3051,,,,,,guitar,,NE
3052,1800,"Bird, William Hamilton",London,England,,lute,,NE
3053,1800,"Bird, William Hamilton",London,England,,lute,,NE
3054,1800,"Boieldieu, Adrien",Paris,France,,guitar,,NE
3055,1800,"Boieldieu, Adrien",Paris,France,,guitar,,NE
3056,1800,"Bornhardt, Johann Heinrich Carl",Braunschweig,Germany,,guitar,,NE
3057,1800,"Bornhardt, Johann Heinrich Carl",Altona,Germany,,guitar,,NE
3058,,"Bornhardt, Johann Heinrich Carl",Braunschweig,Germany,,guitar,,NE
3059,1800,"Broderip, Francis Fane",London,England,,lute,,NE
3060,1800,"Bruni, Antonio Bartolomeo",Paris,France,,guitar,,NE
3061,1800,,London,England,,lute,,NE
3062,1800,"Buckinger, Joseph",London,England,,"lute, guitar",,NE
3063,1800,"Call, Leonhard von",Offenbach am Main,Germany,,guitar,,NE
3064,,"Cherubini, Luigi",Vienna,Austria,,guitar,,NE
3065,,"Cherubini, Luigi",Paris,France,,guitar,,NE
3066,1800,"Cimarosa, Domenico",Hamburg,Germany,,guitar,,NE
3067,,"Dalayrac, Nicolas-Marie",Vienna,Austria,,guitar,,NE
3068,,"Dalayrac, Nicolas-Marie",Paris,France,,guitar,,NE
3069,1800,"Damiani, Francesco",London,England,,"lute, guitar",,NE
3070,1800,"Della Maria, Pierre-Antoine-Dominique",Paris,France,,guitar,,NE
3071,,"Devienne, François",Paris,France,,guitar,,NE
3072,,"Devienne, François",Paris,France,,guitar,,NE
3073,1800,"Doche, Joseph-Denis",Paris,France,,guitar,,NE
3074,1800,"Doche, Joseph-Denis",,,,guitar,,NE
3075,1800,"Doche, Joseph-Denis",Paris,France,,guitar,,NE
3076,1800,"Doisy, François",Amsterdam,Netherlands,,guitar,,NE
3077,1800,"Doisy, François",Paris,France,,guitar,,NE
3078,1800,"Gatayes, Guillaume-Pierre-Antoine",Paris,France,,guitar,5,NE
3079,1800,"Gatayes, Guillaume-Pierre-Antoine",Paris,France,,guitar,5,NE
3080,1800,"Gatayes, Guillaume-Pierre-Antoine",Paris and Marseille,France,,guitar,5,NE
3081,1800,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3082,1800,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3083,1800,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3084,1800,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3085,,"Gaveaux, Pierre",Paris,France,,guitar,,NE
3086,,"Gluck, Christoph Willibald",Paris,France,,guitar,,NE
3087,1800,"Götzloff, Friedrich",Braunschweig,Germany,,guitar,,NE
3088,,"Grétry, André-Ernest-Modeste",Paris,France,,guitar,,NE
3089,,"Grétry, André-Ernest-Modeste",Paris,France,,guitar,,NE
3090,,"Grétry, André-Ernest-Modeste",Paris,France,,guitar,,NE
3091,,"Grétry, André-Ernest-Modeste",,,,guitar,,NE
3092,,"Grétry, André-Ernest-Modeste",Paris,France,,guitar,,NE
3093,,"Grétry, André-Ernest-Modeste",Paris,France,,guitar,,NE
3094,,"Grétry, André-Ernest-Modeste",Paris,France,,guitar,,NE
3095,1800,"Grosheim, Georg Christoph",Mainz,Germany,,guitar,,NE
3096,,"Harder, August",Leipzig,Germany,,guitar,,NE
3097,,"Himmel, Friedrich Heinrich",Leipzig,Germany,,guitar,,NE
3098,,"Himmel, Friedrich Heinrich",,,,guitar,,NE
3099,1800,"Jacquin, Emilian Gottfried von",Berlin,Germany,,guitar,,NE
3100,1800,"Jusdorff, Johann Carl",Braunschweig,Germany,,guitar,,NE
3101,1800,"Jusdorff, Johann Carl",Hamburg,Germany,,guitar,,NE
3102,1800,"Jusdorff, Johann Carl",Hamburg,Germany,,guitar,,NE
3103,,"König zu Kronburg, Ludwig Anton Freiherr von",Paris,France,,"lute, guitar",,NE
3104,1800,"Lamparelli, Antonio",Paris,France,,guitar,,NE
3105,1800,"Lebrun, Louis-Sébastien",Paris,France,,guitar,,NE
3106,1800,"Lebrun, Louis-Sébastien",Paris,France,,guitar,,NE
3107,1800,"Lemoine, Antoine-Marcel",Paris,France,,guitar,,NE
3108,1800,"Lemoine, Antoine-Marcel",Paris,France,,"lute, guitar",,NE
3109,1800,"Light, Edward",London,England,,lute,,NE
3110,1800,"Light, Edward",London,England,,lute,,NE
3111,1800,"Mandini, Steffano",London,England,,guitar,,NE
3112,,"Martín y Soler, Vicente",Braunschweig,Germany,,guitar,,NE
3113,,"Mayr, Johann Simon",Hamburg,Germany,,"lute, guitar",,NE
3114,,"Mayr, Johann Simon",Paris,France,,guitar,,NE
3115,,"Mayr, Johann Simon",London,England,,guitar,,NE
3116,1800,"Methfessel, Friedrich",Leipzig,Germany,,guitar,,NE
3117,1800,"Molitor, Simon",Vienna,Austria,,guitar,,NE
3118,1800,"Mozart, Wolfgang Amadeus",Berlin,Germany,,guitar,,NE
3119,1800,"Neuhauser, Leopold",Vienna,Austria,,guitar,,NE
3120,1800,"Neuhauser, Leopold",Vienna,Austria,,guitar,,NE
3121,1800,"Phillis, Jean-Baptiste",Paris,France,,guitar,,NE
3122,1800,"Piccinni, Niccolò",Paris,France,,guitar,,NE
3123,1800,"Plantade, Charles-Henri",Paris,France,,guitar,,NE
3124,1800,"Plantade, Charles-Henri",Paris,France,,guitar,,NE
3125,1800,"Plantade, Charles-Henri",Paris,France,,guitar,,NE
3126,1800,"Plantade, Charles-Henri",Paris,France,,guitar,,NE
3127,1800,"Plantade, Charles-Henri",Paris,France,,guitar,,NE
3128,1800,"Plantade, Charles-Henri",Paris,France,,guitar,,NE
3129,,"Porro, Pierre-Jean",Paris,France,,guitar,,NE
3130,1800,"Reichardt, Johann Friedrich",Hamburg,Germany,,guitar,,NE
3131,,"Richer, André",,,,guitar,,NE
3132,1800,"Rousseau, Jean-Jacques",,,,guitar,,NE
3133,1800,"Salieri, Antonio",Hamburg,Germany,,guitar,,NE
3134,1800,"Sanderson, James",London,England,,guitar,,NE
3135,,"Sandrini, Paolo",Prague,Czech Republic,,guitar,,NE
3136,,"Sandrini, Paolo",Vienna,Austria,,"lute, guitar",,NE
3137,,"Schell, Joseph Ludwig",,,,guitar,,NE
3138,1800,"Schlick, Johann Konrad",Leipzig,Germany,,guitar,,NE
3139,,"Schneider, Georg Laurenz",Vienna,Austria,,guitar,,NE
3140,,"Schneider, Georg Laurenz",Hamburg,Germany,,guitar,,NE
3141,1800,"Seidel, Friedrich Ludwig",Berlin,Germany,,guitar,,NE
3142,,"Seidel, Friedrich Ludwig",Hamburg,Germany,,guitar,,NE
3143,1800,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
3144,1800,"Solié, Jean-Pierre",Hamburg,Germany,,"lute, guitar",,NE
3145,1800,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
3146,1800,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
3147,1800,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
3148,1800,"Solié, Jean-Pierre",Paris,France,,guitar,,NE
3149,1800,,London,England,,guitar,,NE
3150,1800,"Tarchi, Angelo",Paris,France,,guitar,,NE
3151,1800,"Tarchi, Angelo",Paris,France,,guitar,,NE
3152,1800,"Tarchi, Angelo",Paris,France,,guitar,,NE
3153,,"Tarchi, Angelo",Paris,France,,guitar,,NE
3154,1800,"Tost, František Xaver",Vienna,Austria,,guitar,,NE
3155,1800,"Vacher, Pierre Jean",Paris,France,,guitar,,NE
3156,1800,"Vacher, Pierre Jean",Paris,France,,guitar,,NE
3157,1800,,Paris,France,,guitar,,NE
3158,,"Winter, Peter",Mainz,Germany,,guitar,,NE
3159,1800,"Zucconi, Francesco de",Vienna,Austria,,guitar,,NE
3160,1800,,,,,guitar,,NE
3161,,"Himmel, Friedrich Heinrich",,,,guitar,,NE
3162,,,,,,guitar,,NE
3163,,,,,,guitar,,NE
3164,,,,,,"lute, guitar",,NE
3165,,"Giuliani, Mauro",,,,guitar,,NE
3166,,"Carulli, Ferdinando",,,,guitar,,NE
3167,,"Giuliani, Mauro",,,,guitar,,NE
3168,,"Call, Leonhard von",,,,"lute, guitar",,NE
3169,,"Weigl, Joseph",,,,guitar,,NE
3170,,,,,,guitar,,NE
3171,1800,"Call, Leonhard von",,,,"lute, guitar",,NE
3172,,"Rode, Pierre",,,,guitar,,NE
3173,,"Winter, Peter von",,,,guitar,,NE
3174,,"Isouard, Nicolas",,,,guitar,,NE
3175,,"Dalayrac, Nicolas-Marie",,,,guitar,,NE
3176,,"Mozart, Wolfgang Amadeus",,,,"lute, guitar",,NE
3177,,,,,,guitar,,NE
3178,1800,"Giuliani, Nicola",,,,guitar,,NE
3179,1800,,,,,guitar,,NE
3180,1800,"Dalayrac, Nicolas-Marie",,,,guitar,,NE
3181,1800,"Dezède, Nicolas",,,,guitar,,NE
3182,1800,"Dezède, Nicolas",,,,guitar,,NE
3183,1800,"Revilliod, John",,,,guitar,,NE
3184,1800,,,,,guitar,,NE
3185,1800,"Eberwein, Traugott Maximilian",,,,guitar,,NE
3186,,,,,,guitar,,NE
3187,,"Mozart, Wolfgang Amadeus",,,,guitar,,NE
3188,1800,"Call, Leonhard von",,,,"lute, guitar",,NE
